customer_id,age,city,website_visits,instagram_engagement,interested_model,ad_clicks,brochure_download,income_lpa,configurator_used,test_drive,purchase,cluster,persona,intent_score,journey_stage,next_action
2529,25,Bangalore,32,83,BMW X3,2,0,46.85214538780149,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2530,61,Mumbai,9,1,BMW X5,10,0,84.4701497982088,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
2531,56,Pune,37,57,BMW i4,14,0,79.62548052998284,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2532,53,Delhi,23,17,BMW X5,11,0,72.5481005964611,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2533,63,Gurgaon,16,93,BMW X3,1,0,85.63808723942286,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2534,55,Mumbai,18,55,BMW X1,13,1,76.38411200887444,0,0,0,0,Luxury Veteran,5,Aware,Retargeting Ads
2535,64,Delhi,19,63,BMW X3,7,0,97.31335425591973,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2536,46,Bangalore,2,92,BMW i4,5,0,67.31644002392152,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
2537,31,Gurgaon,10,51,BMW i4,14,0,41.24405381554939,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
2538,42,Pune,12,21,BMW 3 Series,1,1,61.563649632016705,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
2539,60,Bangalore,18,92,BMW X1,6,1,77.76351818237268,0,0,0,0,Luxury Veteran,5,Aware,Retargeting Ads
2540,48,Gurgaon,19,59,BMW i4,11,0,64.34830114306898,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2541,48,Mumbai,38,9,BMW X1,9,0,67.85907318898259,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2542,23,Delhi,37,83,BMW i4,6,0,39.82565855607235,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2543,62,Delhi,27,79,BMW X1,3,0,86.31431914295217,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2544,34,Gurgaon,14,5,BMW X3,7,0,47.439342207547554,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
2545,30,Bangalore,34,80,BMW X1,14,0,38.32592003275181,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2546,57,Pune,2,5,BMW X5,2,1,77.75302292819538,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
2547,43,Mumbai,33,85,BMW X3,12,0,61.27662975025735,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2548,63,Gurgaon,19,81,BMW i4,8,1,85.15773128620063,0,0,0,0,Luxury Veteran,5,Aware,Retargeting Ads
2549,47,Mumbai,27,95,BMW i4,14,0,67.4658484672833,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2550,33,Delhi,30,27,BMW 3 Series,13,1,47.46912436574242,1,1,0,2,Window Shopper,15,Hot Lead,Immediate Sales Call
2551,38,Pune,7,41,BMW X5,14,1,60.17017340170651,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
2552,35,Mumbai,27,73,BMW 3 Series,11,1,55.359564673897545,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
2553,35,Gurgaon,21,40,BMW X3,10,1,56.11404432213956,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
2554,55,Pune,7,62,BMW 3 Series,4,0,83.3349708787071,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2555,41,Bangalore,25,21,BMW X3,2,0,61.57459284706677,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
2556,32,Gurgaon,38,91,BMW 3 Series,8,1,48.668313769901445,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
2557,37,Mumbai,18,78,BMW X1,13,1,53.899185197176024,0,0,0,1,Aspiring Techie,5,Aware,Retargeting Ads
2558,52,Pune,33,28,BMW X3,1,0,75.91612448433716,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2559,27,Gurgaon,33,70,BMW X3,1,1,42.78456682653825,1,1,0,1,Aspiring Techie,15,Hot Lead,Immediate Sales Call
2560,40,Pune,32,33,BMW X1,2,0,48.84750609524558,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
2561,58,Pune,25,95,BMW X1,8,0,76.62773837428871,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2562,25,Pune,14,1,BMW X5,10,0,47.38516009048834,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
2563,25,Mumbai,38,25,BMW X1,9,0,30.707620475767186,1,0,0,2,Window Shopper,10,Aware,Retargeting Ads
2564,41,Gurgaon,38,74,BMW 3 Series,2,0,60.918699831349734,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2565,31,Delhi,4,88,BMW X1,4,1,49.939695057964364,0,0,0,1,Aspiring Techie,5,Cold Lead,Brand Awareness
2566,45,Delhi,18,18,BMW X1,8,0,63.5668708123963,0,0,0,2,Window Shopper,0,Aware,Retargeting Ads
2567,56,Mumbai,10,19,BMW X3,9,0,73.83167038188151,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2568,47,Mumbai,35,32,BMW X3,5,1,61.099412824828036,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
2569,58,Pune,35,80,BMW X1,5,1,80.54819915015145,1,1,0,0,Luxury Veteran,15,Hot Lead,Immediate Sales Call
2570,59,Gurgaon,23,93,BMW X5,10,0,79.24721611399416,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
2571,42,Gurgaon,25,81,BMW X3,0,0,68.11357478297163,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2572,61,Bangalore,1,95,BMW 3 Series,10,1,85.5916878877139,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
2573,60,Bangalore,18,3,BMW 3 Series,1,0,80.02619349936336,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2574,42,Delhi,15,31,BMW X1,8,0,61.88774920431291,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
2575,31,Bangalore,25,18,BMW X1,7,1,43.816222382875225,1,1,0,2,Window Shopper,15,Hot Lead,Immediate Sales Call
2576,59,Bangalore,32,2,BMW X5,1,0,79.88060755036507,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2577,25,Delhi,20,91,BMW X1,4,0,31.09821798892574,0,0,0,1,Aspiring Techie,0,Aware,Retargeting Ads
2578,41,Delhi,17,60,BMW i4,4,0,57.40811601395629,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
2579,38,Bangalore,11,37,BMW i4,5,0,58.324789769821024,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
2580,28,Gurgaon,13,5,BMW X1,3,1,42.757473846486086,0,0,0,2,Window Shopper,5,Cold Lead,Brand Awareness
2581,25,Bangalore,25,55,BMW i4,8,0,44.463835346518,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2582,50,Pune,20,39,BMW 3 Series,4,0,76.3297145699811,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2583,35,Pune,25,80,BMW X1,3,1,55.5892216658717,1,1,0,1,Aspiring Techie,15,Hot Lead,Immediate Sales Call
2584,24,Pune,31,68,BMW 3 Series,13,0,48.75250428479924,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2585,45,Mumbai,1,82,BMW 3 Series,8,0,69.17593078504254,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2586,58,Pune,16,41,BMW i4,1,0,79.77580894120268,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2587,37,Gurgaon,28,98,BMW X5,10,0,53.384999376938296,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2588,25,Mumbai,21,85,BMW 3 Series,10,0,37.96021690050519,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2589,45,Mumbai,30,87,BMW i4,1,0,60.45487040768511,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2590,55,Pune,3,73,BMW X5,12,0,77.65798062857394,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2591,51,Bangalore,34,1,BMW i4,2,0,69.37416260681529,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2592,39,Delhi,6,27,BMW i4,9,1,50.093262161668385,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
2593,40,Bangalore,29,16,BMW X1,3,0,61.99019417698616,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
2594,52,Bangalore,3,69,BMW X3,11,0,69.49269603612612,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2595,40,Mumbai,33,68,BMW X5,9,0,50.46229315425245,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2596,40,Mumbai,11,38,BMW i4,8,0,63.582535991420585,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
2597,43,Mumbai,5,6,BMW 3 Series,12,0,67.36238285532463,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
2598,45,Gurgaon,32,31,BMW 3 Series,4,0,58.283939574141215,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
2599,33,Gurgaon,18,3,BMW X3,1,1,46.91856491322925,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
2600,51,Delhi,20,20,BMW X5,2,0,67.17603206329584,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2601,59,Mumbai,39,31,BMW X1,7,0,77.58687616966346,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2602,52,Pune,28,81,BMW X5,5,1,62.016521035785985,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
2603,57,Mumbai,13,96,BMW 3 Series,12,0,76.30752780499579,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2604,40,Gurgaon,26,13,BMW 3 Series,4,1,56.110805425986925,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
2605,57,Mumbai,16,69,BMW X1,3,0,86.298914845309,0,0,0,0,Luxury Veteran,0,Aware,Retargeting Ads
2606,51,Gurgaon,25,74,BMW X1,3,0,71.90253489143564,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2607,54,Mumbai,10,45,BMW 3 Series,7,0,72.09783015278144,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
2608,39,Pune,29,19,BMW i4,11,0,57.906621817059,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
2609,49,Delhi,38,92,BMW i4,5,0,62.05055697308785,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2610,32,Pune,20,57,BMW X1,4,0,48.78217391448729,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
2611,54,Gurgaon,26,98,BMW i4,4,0,71.48631207254579,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2612,38,Bangalore,32,79,BMW X1,5,0,56.23564035661166,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2613,27,Pune,39,47,BMW X5,14,0,44.70676396220135,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
2614,25,Mumbai,38,6,BMW X5,12,0,37.23982722909069,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
2615,41,Delhi,24,39,BMW X5,10,0,60.560387543938376,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
2616,48,Mumbai,31,58,BMW X1,10,0,64.14299626228913,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
2617,36,Mumbai,12,35,BMW X1,2,0,47.921373795375764,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
2618,27,Pune,36,43,BMW i4,6,0,46.97836443940017,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
2619,35,Delhi,10,30,BMW i4,0,0,57.140473126810065,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
2620,32,Bangalore,6,41,BMW i4,4,0,49.43384900312995,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
2621,60,Mumbai,7,43,BMW X3,5,0,85.90509078744716,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2622,30,Delhi,31,42,BMW X1,12,1,38.27036388855863,1,1,0,2,Window Shopper,15,Hot Lead,Immediate Sales Call
2623,47,Bangalore,27,42,BMW X5,13,0,70.50844297064835,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
2624,37,Mumbai,8,46,BMW X5,14,1,61.53371685038743,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
2625,26,Delhi,3,5,BMW X3,1,0,44.219005848615836,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
2626,31,Pune,21,92,BMW X3,1,0,46.56168776904355,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2627,24,Mumbai,1,90,BMW X5,8,0,32.13020402165858,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
2628,34,Mumbai,15,65,BMW X1,1,0,53.51762149712561,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
2629,64,Delhi,7,85,BMW X5,2,0,89.57989607985031,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2630,51,Mumbai,15,8,BMW X5,0,1,76.65943291465882,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
2631,27,Bangalore,25,10,BMW X3,8,0,40.781523298314525,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
2632,38,Mumbai,3,79,BMW X3,0,0,52.75137217253022,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
2633,40,Gurgaon,30,76,BMW i4,3,0,54.196204398605815,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2634,63,Bangalore,14,17,BMW X3,6,0,80.97430288678362,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
2635,56,Delhi,4,24,BMW X5,1,1,79.66167562591792,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
2636,47,Bangalore,36,96,BMW i4,7,0,66.22439659087655,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2637,26,Gurgaon,3,73,BMW X5,12,0,43.537030950080336,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
2638,50,Gurgaon,5,57,BMW X1,7,0,70.76553249510158,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
2639,58,Mumbai,25,29,BMW X1,11,0,77.52714394744142,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2640,41,Mumbai,31,0,BMW X3,13,0,54.83176879830903,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
2641,42,Pune,11,62,BMW i4,2,0,67.02229025888458,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2642,31,Bangalore,8,96,BMW 3 Series,3,1,48.32491160696303,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
2643,26,Pune,26,78,BMW X1,10,0,47.12333139506872,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2644,57,Gurgaon,2,28,BMW X1,6,0,80.77391520694528,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2645,27,Mumbai,28,65,BMW X1,4,0,40.57278367440476,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2646,47,Mumbai,10,74,BMW X1,4,0,64.33693843408798,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
2647,25,Mumbai,39,52,BMW X3,1,0,35.9935826359845,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2648,60,Delhi,37,97,BMW i4,5,0,88.35401136594595,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
2649,60,Gurgaon,39,18,BMW X1,3,1,89.01385332902001,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
2650,56,Mumbai,21,65,BMW X3,4,0,75.66321885526807,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2651,22,Gurgaon,28,83,BMW i4,14,1,39.70846672561113,1,1,0,1,Aspiring Techie,15,Hot Lead,Immediate Sales Call
2652,45,Mumbai,38,51,BMW i4,10,1,62.238423377396344,1,1,0,0,Luxury Veteran,15,Hot Lead,Immediate Sales Call
2653,57,Bangalore,33,30,BMW 3 Series,4,0,70.97228683405673,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2654,27,Gurgaon,11,59,BMW X5,1,1,39.54988781657984,0,0,0,1,Aspiring Techie,5,Cold Lead,Brand Awareness
2655,62,Pune,1,67,BMW X1,7,0,88.04177621853046,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2656,52,Delhi,33,92,BMW X3,10,0,77.46272953765178,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2657,41,Pune,3,29,BMW i4,0,0,59.18486461525019,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
2658,45,Gurgaon,26,12,BMW 3 Series,13,1,60.58373187262053,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
2659,46,Mumbai,15,14,BMW X5,1,1,59.5660376894926,0,0,0,2,Window Shopper,5,Cold Lead,Brand Awareness
2660,57,Gurgaon,14,19,BMW i4,6,1,76.82037178360848,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
2661,42,Delhi,23,33,BMW i4,14,1,59.173855264582826,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
2662,51,Gurgaon,8,91,BMW X1,14,0,69.9516510897563,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
2663,45,Mumbai,36,19,BMW X5,6,1,58.13982511581491,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
2664,63,Pune,20,49,BMW X5,1,0,87.37577018406488,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2665,51,Bangalore,6,88,BMW X3,0,1,71.69735162409314,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
2666,43,Pune,33,26,BMW 3 Series,13,0,60.20159120038179,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
2667,49,Mumbai,28,29,BMW X3,14,1,68.81338114379554,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
2668,28,Mumbai,38,55,BMW 3 Series,12,0,46.26427452676058,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2669,56,Delhi,30,83,BMW X3,9,0,79.96615628123564,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
2670,49,Gurgaon,17,64,BMW 3 Series,0,0,75.10257473535128,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2671,35,Gurgaon,9,98,BMW X1,13,1,58.37663947923045,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
2672,31,Pune,28,54,BMW 3 Series,0,0,49.78032581445339,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2673,37,Bangalore,7,23,BMW X3,5,0,53.600911568673446,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
2674,37,Bangalore,28,24,BMW X5,9,0,51.173055844875215,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
2675,52,Delhi,17,52,BMW i4,11,0,76.69234090331666,0,0,0,0,Luxury Veteran,0,Aware,Retargeting Ads
2676,63,Mumbai,5,75,BMW 3 Series,6,1,79.68413599633011,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
2677,46,Delhi,5,10,BMW 3 Series,1,0,65.62874030224258,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
2678,34,Gurgaon,14,93,BMW X5,14,1,46.12880615894731,0,0,0,1,Aspiring Techie,5,Cold Lead,Brand Awareness
2679,27,Mumbai,6,59,BMW X1,5,0,47.28395186814653,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
2680,30,Delhi,7,76,BMW X3,3,1,50.04820651147977,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
2681,57,Pune,17,46,BMW X1,12,0,78.54928713103999,0,0,0,0,Luxury Veteran,0,Aware,Retargeting Ads
2682,64,Gurgaon,9,24,BMW 3 Series,8,0,101.29260174100733,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2683,41,Bangalore,31,24,BMW 3 Series,10,0,55.488589249480164,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
2684,39,Delhi,22,16,BMW X1,7,0,59.036513413180444,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
2685,64,Gurgaon,9,11,BMW X3,7,0,89.57240992141422,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
2686,42,Gurgaon,16,51,BMW 3 Series,1,0,61.59373941367775,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
2687,25,Bangalore,36,10,BMW 3 Series,10,0,38.612495896234506,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
2688,54,Bangalore,34,9,BMW X1,4,1,75.35914590358368,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
2689,48,Bangalore,13,80,BMW i4,1,1,76.49916658495054,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
2690,28,Delhi,19,59,BMW X5,2,1,43.835430181261934,0,0,0,1,Aspiring Techie,5,Aware,Retargeting Ads
2691,27,Bangalore,12,53,BMW 3 Series,7,1,45.66506668912545,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
2692,36,Pune,36,79,BMW X3,4,0,45.16737893334941,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2693,39,Gurgaon,10,62,BMW i4,3,0,56.07576882513591,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
2694,53,Bangalore,16,19,BMW X1,4,0,85.03014422937433,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2695,32,Gurgaon,28,4,BMW X1,7,1,45.88954507114712,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
2696,41,Mumbai,19,40,BMW X3,9,1,56.42580543545283,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
2697,45,Mumbai,6,62,BMW i4,13,0,72.68732113390102,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2698,36,Bangalore,4,55,BMW X3,13,0,50.159447498646706,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
2699,28,Gurgaon,30,31,BMW 3 Series,6,0,39.96615225523198,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
2700,42,Mumbai,39,26,BMW i4,14,0,63.91900757638599,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
2701,63,Bangalore,31,67,BMW X5,5,0,97.49886919506372,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
2702,47,Gurgaon,27,47,BMW X5,1,0,71.00039596654598,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2703,35,Bangalore,21,6,BMW X3,9,1,52.352885822997955,1,1,0,2,Window Shopper,15,Hot Lead,Immediate Sales Call
2704,58,Gurgaon,37,45,BMW X5,4,1,86.32213214798317,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
2705,42,Mumbai,9,77,BMW X3,9,0,59.44677186801839,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
2706,39,Bangalore,35,87,BMW 3 Series,14,1,54.29541657020579,1,1,0,1,Aspiring Techie,15,Hot Lead,Immediate Sales Call
2707,26,Mumbai,21,17,BMW 3 Series,12,1,48.6947615465196,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
2708,24,Bangalore,17,37,BMW X3,13,1,45.429493139279984,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
2709,44,Delhi,24,64,BMW 3 Series,14,0,61.00259597678763,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2710,47,Mumbai,31,16,BMW X5,8,0,71.60227032090877,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
2711,58,Mumbai,6,89,BMW 3 Series,8,0,86.11687134582598,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2712,45,Pune,35,85,BMW X5,14,0,63.2396137301901,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
2713,40,Mumbai,37,81,BMW X5,14,0,58.82504692260594,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2714,46,Gurgaon,13,37,BMW X1,8,0,59.27299765862216,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
2715,42,Bangalore,25,91,BMW 3 Series,2,1,60.339663055627554,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
2716,33,Delhi,32,84,BMW 3 Series,8,0,46.65985418520021,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2717,62,Gurgaon,1,62,BMW X3,8,0,83.37609700962254,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2718,54,Gurgaon,35,96,BMW X3,4,0,68.22640459251565,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2719,25,Gurgaon,19,93,BMW i4,12,0,46.5656644556568,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
2720,63,Gurgaon,12,41,BMW X5,5,0,91.0224637227002,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2721,28,Delhi,20,7,BMW X1,6,0,50.15915781462852,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
2722,43,Pune,33,29,BMW X5,9,0,61.79639907909901,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
2723,54,Mumbai,29,63,BMW 3 Series,9,0,73.24317254019583,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2724,38,Gurgaon,16,8,BMW i4,9,0,57.12257023072396,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
2725,45,Mumbai,14,96,BMW X5,5,0,65.85532325212439,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
2726,55,Mumbai,7,56,BMW i4,4,0,83.46848770289563,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
2727,49,Gurgaon,6,58,BMW X5,12,0,69.72157616387432,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
2728,64,Pune,21,92,BMW 3 Series,0,1,87.37752110524806,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
2729,62,Mumbai,36,94,BMW 3 Series,3,0,88.39833795069292,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2730,60,Bangalore,22,66,BMW X5,12,0,72.70191936171298,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
2731,43,Mumbai,19,74,BMW X1,13,0,69.05814026556416,0,0,0,0,Luxury Veteran,0,Aware,Retargeting Ads
2732,38,Gurgaon,25,4,BMW 3 Series,7,0,59.39522308325776,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
2733,55,Delhi,3,94,BMW X3,7,1,78.31736355881941,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
2734,27,Mumbai,36,83,BMW X1,11,0,45.59405928114376,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
2735,27,Pune,34,3,BMW X5,12,1,47.06688815443003,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
2736,55,Bangalore,11,7,BMW X1,5,0,89.27474557913422,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
2737,22,Bangalore,27,41,BMW X3,12,0,34.627102570752754,1,0,0,2,Window Shopper,10,Aware,Retargeting Ads
2738,31,Delhi,2,34,BMW 3 Series,2,1,52.990054733977075,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
2739,42,Delhi,6,12,BMW 3 Series,11,1,62.60051862096543,0,0,0,2,Window Shopper,5,Cold Lead,Brand Awareness
